1.69975	1.01	2.25
1.72397	1.01	2.25
1.7478	1.01	2.25
1.77124	1.01	2.25
1.79427	1.01	2.25
1.81687	1.01	2.25
1.83904	1.01	2.25
1.86074	1.01	2.25
1.88198	1.01	2.25
1.90274	1.01	2.25
1.923	1.01	2.25
1.94275	1.01	2.25
1.96199	1.01	2.25
1.98069	1.01	2.25
1.99884	1.01	2.25
2.01644	1.01	2.25
2.03347	1.01	2.25
2.04993	1.01	2.25
2.06579	1.01	2.25
2.08105	1.01	2.25
2.09571	1.01	2.25
2.10975	1.01	2.25
2.12316	1.01	2.25
2.13594	1.01	2.25
2.14807	1.01	2.25
2.15955	1.01	2.25
2.17037	1.01	2.25
2.18053	1.01	2.25
2.19001	1.01	2.25
2.19882	1.01	2.25
2.20694	1.01	2.25
2.21437	1.01	2.25
2.22111	1.01	2.25
2.22716	1.01	2.25
2.2325	1.01	2.25
2.23713	1.01	2.25
2.24106	1.01	2.25
2.24427	1.01	2.25
2.24678	1.01	2.25
2.24857	1.01	2.25
2.24964	1.01	2.25
2.25	1.01	2.25
